date,bitcoin,btc,etherium,etc
2018-03-20 08:00:00,54,10,0,44
2018-03-20 08:08:00,72,5,21,43
2018-03-20 08:16:00,62,3,0,43
2018-03-20 08:24:00,73,3,0,0
2018-03-20 08:32:00,57,5,0,0
2018-03-20 08:40:00,67,4,21,62
2018-03-20 08:48:00,55,4,21,21
2018-03-20 08:56:00,64,3,0,21
2018-03-20 09:04:00,60,5,0,20
2018-03-20 09:12:00,61,2,0,20
2018-03-20 09:20:00,51,4,0,0
2018-03-20 09:28:00,63,4,0,39
2018-03-20 09:36:00,59,2,20,59
2018-03-20 09:44:00,68,2,0,58
2018-03-20 09:52:00,70,3,0,0
2018-03-20 10:00:00,55,3,0,77
2018-03-20 10:08:00,67,4,0,77
2018-03-20 10:16:00,64,4,0,57
2018-03-20 10:24:00,76,4,0,0
2018-03-20 10:32:00,59,2,0,19
2018-03-20 10:40:00,58,8,0,18
2018-03-20 10:48:00,64,5,0,0
2018-03-20 10:56:00,61,3,0,37
2018-03-20 11:04:00,79,3,0,36
2018-03-20 11:12:00,57,6,0,35
2018-03-20 11:20:00,54,5,0,52
2018-03-20 11:28:00,64,2,17,34
2018-03-20 11:36:00,52,2,0,17
2018-03-20 11:44:00,70,3,0,50
2018-03-20 11:52:00,59,5,17,17
2018-03-20 12:00:00,76,2,0,17
2018-03-20 12:08:00,66,2,16,49
2018-03-20 12:16:00,58,5,16,0
2018-03-20 12:24:00,71,4,0,16
2018-03-20 12:32:00,73,4,0,47
2018-03-20 12:40:00,64,4,0,31
2018-03-20 12:48:00,59,1,0,30
2018-03-20 12:56:00,65,1,0,15
2018-03-20 13:04:00,70,4,0,15
2018-03-20 13:12:00,61,1,0,44
2018-03-20 13:20:00,67,3,0,29
2018-03-20 13:28:00,72,2,0,29
2018-03-20 13:36:00,64,3,0,0
2018-03-20 13:44:00,68,1,0,14
2018-03-20 13:52:00,78,5,0,28
2018-03-20 14:00:00,61,3,0,14
2018-03-20 14:08:00,57,1,0,56
2018-03-20 14:16:00,73,2,0,0
2018-03-20 14:24:00,71,3,0,0
2018-03-20 14:32:00,78,3,0,14
2018-03-20 14:40:00,70,5,0,0
2018-03-20 14:48:00,67,3,0,28
2018-03-20 14:56:00,75,3,0,14
2018-03-20 15:04:00,68,3,0,70
2018-03-20 15:12:00,91,1,0,28
2018-03-20 15:20:00,79,1,0,14
2018-03-20 15:28:00,70,4,0,42
2018-03-20 15:36:00,76,2,28,28
